id,name,city,state,latitude,longitude,categories,sub_categories,tags,cost_per_day,rating,description,visit_duration_hours,best_time_to_visit,photos,website_url,google_maps_url,opening_hours,entry_fee,is_active,nearby_attractions,facilities
uk_ris_001,Laxman Jhula,Rishikesh,Uttarakhand,30.13000000,78.33000000,{cultural},{},"{""suspension bridge""}",0,4.4,Laxman Jhula - Suspension Bridge,3,year_round,{},,,,0,true,{},{}
uk_ris_002,Triveni Ghat,Rishikesh,Uttarakhand,30.10000000,78.29000000,{religious},{},"{""ganga aarti""}",0,4.6,Triveni Ghat - Ganga Aarti,3,year_round,{},,,,0,true,{},{}
uk_har_005,Har Ki Pauri,Haridwar,Uttarakhand,29.95000000,78.17000000,{religious},{},"{""holy dip"",""kumbh mela""}",0,4.7,Har Ki Pauri is known for holy dip. Features include kumbh mela.,3,year_round,{},,,,0,true,{},{}
uk_nai_010,Naini Lake,Nainital,Uttarakhand,29.39000000,79.45000000,{nature},{},"{""boating"",""eye-shaped""}",200,4.5,Naini Lake is known for boating. Features include eye-shaped.,3,year_round,{},,,,200,true,{},{}
uk_mus_015,Kempty Falls,Mussoorie,Uttarakhand,30.48000000,78.03000000,{nature},{},"{""waterfall"",""picnic""}",0,4.1,Kempty Falls is known for waterfall. Features include picnic.,3,year_round,{},,,,0,true,{},{}
uk_cor_020,Jim Corbett NP,Corbett,Uttarakhand,29.53000000,78.77000000,"{nature,adventure}",{},"{""tiger safari"",""first np""}",4000,4.5,Jim Corbett NP is known for tiger safari. Features include first np.,5,year_round,{},,,,4000,true,{},{}
uk_aul_025,Auli,Auli,Uttarakhand,30.53000000,79.56000000,{adventure},{},"{""skiing"",""nanda devi view""}",0,4.6,Auli is known for skiing. Features include nanda devi view.,6,year_round,{},,,,0,true,{},{}
uk_val_030,Valley of Flowers,Valley of Flowers,Uttarakhand,30.72000000,79.60000000,{nature},{},"{""unesco"",""trekking"",""flora""}",150,4.8,"Valley of Flowers is known for unesco. Features include trekking, flora.",3,year_round,{},,,,150,true,{},{}
uk_ked_035,Kedarnath Temple,Kedarnath,Uttarakhand,30.73000000,79.06000000,{religious},{},"{""jyotirlinga"",""trek req.""}",0,4.9,Kedarnath Temple is known for jyotirlinga. Features include trek req..,2,year_round,{},,,,0,true,{},{}
uk_bad_036,Badrinath Temple,Badrinath,Uttarakhand,30.74000000,79.49000000,{religious},{},"{""char dham"",""vishnu""}",0,4.8,Badrinath Temple is known for char dham. Features include vishnu.,2,year_round,{},,,,0,true,{},{}
dl_del_001,Red Fort,Delhi,Delhi,28.65000000,77.24000000,{history},{},"{""unesco"",""mughal""}",35,4.4,Red Fort is known for unesco. Features include mughal.,2,year_round,{},,,,35,true,{},{}
dl_del_002,Qutub Minar,Delhi,Delhi,28.52000000,77.18000000,{history},{},"{""unesco"",""minaret""}",35,4.5,Qutub Minar is known for unesco. Features include minaret.,3,year_round,{},,,,35,true,{},{}
dl_del_003,Humayun's Tomb,Delhi,Delhi,28.59000000,77.25000000,{history},{},"{""unesco"",""garden tomb""}",30,4.5,Humayun's Tomb is known for unesco. Features include garden tomb.,2,year_round,{},,,,30,true,{},{}
dl_del_004,India Gate,Delhi,Delhi,28.61000000,77.22000000,{history},{},"{""war memorial""}",0,4.6,India Gate - War Memorial,3,year_round,{},,,,0,true,{},{}
dl_del_005,Lotus Temple,Delhi,Delhi,28.55000000,77.25000000,{religious},{},"{""bahá'í"",""marble flower""}",0,4.4,Lotus Temple is known for bahá'í. Features include marble flower.,2,year_round,{},,,,0,true,{},{}
dl_del_006,Akshardham,Delhi,Delhi,28.61000000,77.27000000,{religious},{},"{""modern"",""light show""}",0,4.6,Akshardham is known for modern. Features include light show.,3,year_round,{},,,,0,true,{},{}
dl_del_007,Chandni Chowk,Delhi,Delhi,28.65000000,77.23000000,{shopping},{},"{""market"",""street food""}",0,4.2,Chandni Chowk is known for market. Features include street food.,2,year_round,{},,,,0,true,{},{}
dl_del_008,Waste to Wonder,Delhi,Delhi,28.59000000,77.25000000,{cultural},{},"{""replicas"",""eco-park""}",50,4.1,Waste to Wonder is known for replicas. Features include eco-park.,3,year_round,{},,,,50,true,{},{}
dl_del_009,Lodhi Garden,Delhi,Delhi,28.59000000,77.22000000,{nature},{},"{""tombs"",""morning walk""}",0,4.6,Lodhi Garden is known for tombs. Features include morning walk.,3,year_round,{},,,,0,true,{},{}
dl_del_010,Hauz Khas Village,Delhi,Delhi,28.55000000,77.19000000,{cultural},{},"{""nightlife"",""ruins"",""lake""}",0,4.3,"Hauz Khas Village is known for nightlife. Features include ruins, lake.",3,year_round,{},,,,0,true,{},{}
up_agr_001,Taj Mahal,Agartala,Uttar Pradesh,27.17000000,78.04000000,{history},{},"{""unesco"",""closed fri""}",50,4.8,Taj Mahal is known for unesco. Features include closed fri.,3,year_round,{},,,,50,true,{},{}
up_agr_002,Agra Fort,Agartala,Uttar Pradesh,27.17000000,78.02000000,{history},{},"{""unesco"",""red sandstone""}",35,4.5,Agra Fort is known for unesco. Features include red sandstone.,2,year_round,{},,,,35,true,{},{}
up_agr_003,Fatehpur Sikri,Agartala,Uttar Pradesh,27.09000000,77.66000000,{history},{},"{""abandoned city"",""mughal""}",35,4.4,Fatehpur Sikri is known for abandoned city. Features include mughal.,3,year_round,{},,,,35,true,{},{}
up_var_005,Kashi Vishwanath,Varkala,Uttar Pradesh,25.31000000,83.01000000,{religious},{},"{""jyotirlinga"",""ancient""}",0,4.7,Kashi Vishwanath is known for jyotirlinga. Features include ancient.,3,year_round,{},,,,0,true,{},{}
up_var_006,Dashashwamedh,Varkala,Uttar Pradesh,25.30000000,83.00000000,{religious},{},"{""ganga aarti"",""ghats""}",0,4.6,Dashashwamedh is known for ganga aarti. Features include ghats.,3,year_round,{},,,,0,true,{},{}
up_var_007,Sarnath,Varkala,Uttar Pradesh,25.38000000,83.02000000,{history},{},"{""buddhist stupa"",""deer park""}",20,4.5,Sarnath is known for buddhist stupa. Features include deer park.,3,year_round,{},,,,20,true,{},{}
up_luc_010,Bara Imambara,Lucknow,Uttar Pradesh,26.86000000,80.91000000,{history},{},"{""labyrinth"",""bhul-bhulaiya""}",50,4.4,Bara Imambara is known for labyrinth. Features include bhul-bhulaiya.,3,year_round,{},,,,50,true,{},{}
up_luc_011,Rumi Darwaza,Lucknow,Uttar Pradesh,26.86000000,80.91000000,{history},{},"{""gateway"",""awadhi""}",0,4.3,Rumi Darwaza is known for gateway. Features include awadhi.,3,year_round,{},,,,0,true,{},{}
up_mat_015,Krishna Janmabhoomi,Mathura,Uttar Pradesh,27.50000000,77.67000000,{religious},{},"{""mathura"",""birthplace""}",0,4.6,Krishna Janmabhoomi is known for mathura. Features include birthplace.,3,year_round,{},,,,0,true,{},{}
up_ayo_020,Ram Janmabhoomi,Ayodhya,Uttar Pradesh,26.79000000,82.19000000,{religious},{},"{""ayodhya"",""ram temple""}",0,4.8,Ram Janmabhoomi is known for ayodhya. Features include ram temple.,3,year_round,{},,,,0,true,{},{}
rj_jai_001,Amer Fort,Jaintia Hills,Rajasthan,26.98000000,75.85000000,{history},{},"{""hilltop"",""elephant ride""}",100,4.6,Amer Fort is known for hilltop. Features include elephant ride.,2,year_round,{},,,,100,true,{},{}
rj_jai_002,Hawa Mahal,Jaintia Hills,Rajasthan,26.92000000,75.82000000,{history},{},"{""palace of winds""}",50,4.4,Hawa Mahal - Palace of Winds,3,year_round,{},,,,50,true,{},{}
rj_jai_003,City Palace,Jaintia Hills,Rajasthan,26.92000000,75.82000000,{history},{},"{""royal residence"",""museum""}",200,4.5,City Palace is known for royal residence. Features include museum.,2,year_round,{},,,,200,true,{},{}
rj_jai_004,Jantar Mantar,Jaintia Hills,Rajasthan,26.92000000,75.82000000,{history},{},"{""unesco"",""astronomy""}",50,4.4,Jantar Mantar is known for unesco. Features include astronomy.,3,year_round,{},,,,50,true,{},{}
rj_uda_010,City Palace,Udaipur,Rajasthan,24.57000000,73.68000000,{history},{},"{""lakeside"",""largest complex""}",300,4.6,City Palace is known for lakeside. Features include largest complex.,2,year_round,{},,,,300,true,{},{}
rj_uda_011,Lake Pichola,Udaipur,Rajasthan,24.57000000,73.68000000,{nature},{},"{""boating"",""jag mandir""}",400,4.5,Lake Pichola is known for boating. Features include jag mandir.,3,year_round,{},,,,400,true,{},{}
rj_jod_015,Mehrangarh Fort,Jodhpur,Rajasthan,26.29000000,73.01000000,{history},{},"{""blue city view"",""museum""}",100,4.7,Mehrangarh Fort is known for blue city view. Features include museum.,2,year_round,{},,,,100,true,{},{}
rj_jsl_020,Jaisalmer Fort,Jaisalmer,Rajasthan,26.91000000,70.91000000,{history},{},"{""living fort"",""unesco""}",0,4.6,Jaisalmer Fort is known for living fort. Features include unesco.,2,year_round,{},,,,0,true,{},{}
rj_jsl_021,Sam Sand Dunes,Jaisalmer,Rajasthan,26.83000000,70.50000000,{adventure},{},"{""camel safari"",""camping""}",0,4.3,Sam Sand Dunes is known for camel safari. Features include camping.,5,year_round,{},,,,0,true,{},{}
rj_ran_025,Ranthambore NP,Ranchi,Rajasthan,26.01000000,76.50000000,"{nature,adventure}",{},"{""tiger reserve"",""fort""}",1500,4.5,Ranthambore NP is known for tiger reserve. Features include fort.,5,year_round,{},,,,1500,true,{},{}
gj_kev_001,Statue of Unity,Kevadia,Gujarat,21.83000000,73.71000000,{history},{},"{""tallest statue"",""dam view""}",150,4.6,Statue of Unity is known for tallest statue. Features include dam view.,3,year_round,{},,,,150,true,{},{}
gj_kut_005,Rann of Kutch,Kutch,Gujarat,23.83000000,69.85000000,{nature},{},"{""white salt desert""}",0,4.5,Rann of Kutch - White Salt Desert,3,year_round,{},,,,0,true,{},{}
gj_ahm_010,Sabarmati Ashram,Ahmedabad,Gujarat,23.05000000,72.58000000,{history},{},"{""gandhi hq"",""history""}",0,4.6,Sabarmati Ashram is known for gandhi hq. Features include history.,3,year_round,{},,,,0,true,{},{}
gj_ahm_011,Adalaj Stepwell,Ahmedabad,Gujarat,23.16000000,72.58000000,{history},{},"{""architecture"",""water""}",0,4.5,Adalaj Stepwell is known for architecture. Features include water.,3,year_round,{},,,,0,true,{},{}
gj_jun_015,Gir National Park,Junagadh,Gujarat,21.12000000,70.82000000,"{nature,adventure}",{},"{""asiatic lions"",""safari""}",800,4.4,Gir National Park is known for asiatic lions. Features include safari.,5,year_round,{},,,,800,true,{},{}
gj_som_020,Somnath Temple,Somnath,Gujarat,20.88000000,70.40000000,{religious},{},"{""jyotirlinga"",""sea facing""}",0,4.7,Somnath Temple is known for jyotirlinga. Features include sea facing.,2,year_round,{},,,,0,true,{},{}
gj_dwa_025,Dwarkadhish,Dwarka,Gujarat,22.23000000,68.97000000,{religious},{},"{""char dham"",""krishna""}",0,4.7,Dwarkadhish is known for char dham. Features include krishna.,3,year_round,{},,,,0,true,{},{}
mh_mum_001,Gateway of India,Mumbai,Maharashtra,18.92000000,72.83000000,{history},{},"{""colonial arch"",""ferry""}",0,4.5,Gateway of India is known for colonial arch. Features include ferry.,3,year_round,{},,,,0,true,{},{}
mh_mum_002,Elephanta Caves,Mumbai,Maharashtra,18.96000000,72.93000000,{history},{},"{""unesco"",""rock-cut shiva""}",40,4.4,Elephanta Caves is known for unesco. Features include rock-cut shiva.,3,year_round,{},,,,40,true,{},{}
mh_mum_003,Marine Drive,Mumbai,Maharashtra,18.94000000,72.82000000,{cultural},{},"{""promenade"",""sunset""}",0,4.6,Marine Drive is known for promenade. Features include sunset.,3,year_round,{},,,,0,true,{},{}
mh_aur_010,Ajanta Caves,Aurangabad,Maharashtra,20.55000000,75.70000000,{history},{},"{""unesco"",""buddhist art""}",40,4.6,Ajanta Caves is known for unesco. Features include buddhist art.,3,year_round,{},,,,40,true,{},{}
mh_aur_011,Ellora Caves,Aurangabad,Maharashtra,20.02000000,75.17000000,{history},{},"{""unesco"",""kailasa temple""}",40,4.7,Ellora Caves is known for unesco. Features include kailasa temple.,3,year_round,{},,,,40,true,{},{}
mh_pun_015,Shaniwar Wada,Pune,Maharashtra,18.51000000,73.85000000,{history},{},"{""fort ruins"",""peshwa""}",25,4.1,Shaniwar Wada is known for fort ruins. Features include peshwa.,3,year_round,{},,,,25,true,{},{}
mh_pun_016,Sinhagad Fort,Pune,Maharashtra,18.36000000,73.75000000,{adventure},{},"{""trekking"",""history""}",20,4.4,Sinhagad Fort is known for trekking. Features include history.,2,year_round,{},,,,20,true,{},{}
mh_lon_020,Lonavala,Lonavala,Maharashtra,18.75000000,73.40000000,{nature},{},"{""hill station"",""chikki""}",0,4.2,Lonavala is known for hill station. Features include chikki.,3,year_round,{},,,,0,true,{},{}
mh_shi_025,Shirdi,Shillong,Maharashtra,19.76000000,74.47000000,{religious},{},"{""sai baba"",""pilgrimage""}",0,4.6,Shirdi is known for sai baba. Features include pilgrimage.,3,year_round,{},,,,0,true,{},{}
mh_mah_030,Mahabaleshwar,Mahabalipuram,Maharashtra,17.92000000,73.65000000,{nature},{},"{""strawberries"",""viewpoints""}",0,4.4,Mahabaleshwar is known for strawberries. Features include viewpoints.,3,year_round,{},,,,0,true,{},{}
ga_nor_001,Calangute Beach,North Sikkim,Goa,15.54000000,73.75000000,{nature},{},"{""commercial"",""watersports""}",0,4,Calangute Beach is known for commercial. Features include watersports.,3,year_round,{},,,,0,true,{},{}
ga_nor_002,Baga Beach,North Sikkim,Goa,15.55000000,73.75000000,{nature},{},"{""nightlife"",""shacks""}",0,4.1,Baga Beach is known for nightlife. Features include shacks.,3,year_round,{},,,,0,true,{},{}
ga_nor_003,Aguada Fort,North Sikkim,Goa,15.49000000,73.77000000,{history},{},"{""portuguese"",""lighthouse""}",0,4.4,Aguada Fort is known for portuguese. Features include lighthouse.,2,year_round,{},,,,0,true,{},{}
ga_nor_004,Anjuna Beach,North Sikkim,Goa,15.57000000,73.74000000,{shopping},{},"{""flea market"",""rock beach""}",0,4.2,Anjuna Beach is known for flea market. Features include rock beach.,3,year_round,{},,,,0,true,{},{}
ga_sou_010,Basilica Bom Jesus,South Goa,Goa,15.50000000,73.91000000,{history},{},"{""unesco"",""st. francis body""}",0,4.5,Basilica Bom Jesus is known for unesco. Features include st. francis body.,3,year_round,{},,,,0,true,{},{}
ga_sou_011,Palolem Beach,South Goa,Goa,15.01000000,74.02000000,{nature},{},"{""silent noise"",""crescent""}",0,4.6,Palolem Beach is known for silent noise. Features include crescent.,3,year_round,{},,,,0,true,{},{}
ga_sou_012,Dudhsagar Falls,South Goa,Goa,15.31000000,74.31000000,{nature},{},"{""4-tiered waterfall"",""trek""}",400,4.6,Dudhsagar Falls is known for 4-tiered waterfall. Features include trek.,3,year_round,{},,,,400,true,{},{}
ga_sou_013,Colva Beach,South Goa,Goa,15.27000000,73.91000000,{nature},{},"{""white sand"",""family""}",0,4.2,Colva Beach is known for white sand. Features include family.,3,year_round,{},,,,0,true,{},{}
mp_kha_001,Khajuraho Temples,Khajuraho,Madhya Pradesh,24.83000000,79.91000000,{history},{},"{""unesco"",""erotic art""}",40,4.6,Khajuraho Temples is known for unesco. Features include erotic art.,2,year_round,{},,,,40,true,{},{}
mp_san_005,Sanchi Stupa,Sanchi,Madhya Pradesh,23.48000000,77.74000000,{history},{},"{""unesco"",""buddhist""}",40,4.6,Sanchi Stupa is known for unesco. Features include buddhist.,3,year_round,{},,,,40,true,{},{}
mp_bhi_010,Bhimbetka Shelters,Bhimbetka,Madhya Pradesh,22.93000000,77.61000000,{history},{},"{""unesco"",""cave painting""}",25,4.4,Bhimbetka Shelters is known for unesco. Features include cave painting.,3,year_round,{},,,,25,true,{},{}
mp_kan_015,Kanha NP,Kanyakumari,Madhya Pradesh,22.33000000,80.61000000,"{nature,adventure}",{},"{""tiger"",""barasingha""}",1500,4.7,Kanha NP is known for tiger. Features include barasingha.,5,year_round,{},,,,1500,true,{},{}
mp_ban_016,Bandhavgarh NP,Bandhavgarh,Madhya Pradesh,23.72000000,81.02000000,"{nature,adventure}",{},"{""high tiger density""}",1500,4.6,Bandhavgarh NP - High Tiger Density,5,year_round,{},,,,1500,true,{},{}
mp_pen_017,Pench NP,Pench,Madhya Pradesh,21.76000000,79.29000000,"{nature,adventure}",{},"{""jungle book setting""}",1500,4.5,Pench NP - Jungle Book setting,5,year_round,{},,,,1500,true,{},{}
mp_bho_020,Upper Lake,Bhopal,Madhya Pradesh,23.25000000,77.34000000,{nature},{},"{""bhojtal"",""ramsar site""}",0,4.2,Upper Lake is known for bhojtal. Features include ramsar site.,3,year_round,{},,,,0,true,{},{}
mp_bho_021,Van Vihar NP,Bhopal,Madhya Pradesh,23.23000000,77.36000000,"{nature,adventure}",{},"{""open zoo"",""urban park""}",20,4.3,Van Vihar NP is known for open zoo. Features include urban park.,5,year_round,{},,,,20,true,{},{}
mp_jab_025,Bhedaghat,Jabalpur,Madhya Pradesh,23.13000000,79.80000000,{nature},{},"{""marble rocks"",""boat ride""}",100,4.5,Bhedaghat is known for marble rocks. Features include boat ride.,3,year_round,{},,,,100,true,{},{}
mp_orc_030,Orchha Fort,Orchha,Madhya Pradesh,25.35000000,78.64000000,{history},{},"{""bundela"",""ram raja""}",10,4.5,Orchha Fort is known for bundela. Features include ram raja.,2,year_round,{},,,,10,true,{},{}
cg_jag_001,Chitrakote Falls,Jagdalpur,Chhattisgarh,19.20000000,81.70000000,{nature},{},"{""niagara of india""}",0,4.6,Chitrakote Falls - Niagara of India,3,year_round,{},,,,0,true,{},{}
cg_jag_002,Tirathgarh Falls,Jagdalpur,Chhattisgarh,18.91000000,81.86000000,{nature},{},"{""kanger valley np""}",25,4.5,Tirathgarh Falls - Kanger Valley NP,3,year_round,{},,,,25,true,{},{}
cg_rai_005,Bhoramdeo Temple,Raipur,Chhattisgarh,22.11000000,81.14000000,{history},{},"{""khajuraho of cg""}",0,4.4,Bhoramdeo Temple - Khajuraho of CG,2,year_round,{},,,,0,true,{},{}
cg_mai_010,Bamleshwari Temple,Mainpat,Chhattisgarh,21.23000000,80.76000000,{religious},{},"{""hilltop"",""ropeway""}",0,4.5,Bamleshwari Temple is known for hilltop. Features include ropeway.,2,year_round,{},,,,0,true,{},{}
ka_ham_001,Hampi Ruins,Hampi,Karnataka,15.33000000,76.46000000,{history},{},"{""unesco"",""vijayanagara""}",40,4.8,Hampi Ruins is known for unesco. Features include vijayanagara.,3,year_round,{},,,,40,true,{},{}
ka_mys_005,Mysore Palace,Mysore,Karnataka,12.30000000,76.65000000,{history},{},"{""indo-saracenic"",""lights""}",100,4.7,Mysore Palace is known for indo-saracenic. Features include lights.,2,year_round,{},,,,100,true,{},{}
ka_coo_010,Abbey Falls,Coorg,Karnataka,12.44000000,75.71000000,{nature},{},"{""coorg"",""coffee estate""}",15,4.2,Abbey Falls is known for coorg. Features include coffee estate.,3,year_round,{},,,,15,true,{},{}
ka_coo_011,Dubare Elephant,Coorg,Karnataka,12.36000000,75.90000000,"{nature,adventure}",{},"{""elephant camp"",""cauvery""}",100,4.4,Dubare Elephant is known for elephant camp. Features include cauvery.,6,year_round,{},,,,100,true,{},{}
ka_blr_015,Cubbon Park,Bangalore,Karnataka,12.97000000,77.59000000,{nature},{},"{""urban lung"",""colonial""}",0,4.4,Cubbon Park is known for urban lung. Features include colonial.,3,year_round,{},,,,0,true,{},{}
ka_blr_016,Lalbagh Garden,Bangalore,Karnataka,12.95000000,77.58000000,{nature},{},"{""glass house"",""flora""}",30,4.3,Lalbagh Garden is known for glass house. Features include flora.,3,year_round,{},,,,30,true,{},{}
